activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,145000.0,65.18,4.125,0.375,2,2993.7,NA,992.2,181.25,2000.0,240,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,68,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,255000.0,47.1,4.875,0.014,2,3801.93,NA,1566.95,126.0,630.0,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,97,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,345000.0,105.08,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,335000,1,1,3,5,1,NA,112,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,4,,,,8449,44.2199999999999989,75100,110,2392,3288,21
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,1485000.0,80.0,4.5,-0.118,2,8545.6,NA,4628.15,1317.2,,372,NA,NA,2,1,2,2,1855000,1,1,3,5,1,NA,351,36,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011203,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,505000.0,47.17,4.5,-0.176,2,7588.7,NA,5185.95,1875.0,1250.0,372,NA,NA,2,1,2,2,1065000,1,1,3,5,1,NA,147,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5678,15.25,75100,112,1840,2562,29
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,225000.0,95.0,4.625,0.131,2,3249.46,NA,810.95,,286.19,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,124,<20%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,2,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,1,1,2,2,2,345000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,NA,1,1,3,5,1,NA,163,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,3,2,1,4,1,2,2,2,95000.0,30.51,4.0,0.282,2,2731.45,NA,1035.95,,225.0,180,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,58,20%-<30%,1,9,2,,,,,2,,,,,2,2,2,41,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010902,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,805000.0,74.42,4.0,0.461,2,6188.6,NA,3310.95,,,192,NA,NA,2,1,2,2,1075000,1,1,3,5,1,NA,269,38,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011202,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,1,1,2,2,2,1105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,1,1,3,5,1,NA,258,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,345000.0,90.0,4.25,0.026,3,3587.46,NA,810.95,,433.13,360,NA,NA,2,2,2,2,385000,1,2,3,5,1,NA,119,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010704,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,64.93,5.24,0.01,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,785000,1,1,3,5,1,NA,326,20%-<30%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,5741,40.9699999999999989,75100,89,960,1471,30
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,2,2,35000.0,64.34,4.57,0.502,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,54,39,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,65-74,No,Yes,1,1,6,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,1,2,1,2,325000.0,79.012,4.49,-0.71,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,405000,1,1,3,5,1,NA,NA,30%-<36%,9,8,4,,,,,2,,,,,3,2,7,,,,,5,,,,,3,2,4,1,3,2,8888,>74,NA,Yes,1,1,6,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,85000.0,62.991,4.99,-0.21,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,535000,1,1,3,5,1,NA,85,49,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,145000.0,39.429,3.89,-0.231,2,0.0,NA,0.0,,,96,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,117,30%-<36%,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,4,1,1,1,2,125000.0,NA,5.144,NA,3,NA,NA,NA,NA,NA,NA,NA,13,2,2,2,2,285000,1,1,3,5,1,NA,42,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,25000.0,66.064,5.24,0.13,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,295000,1,1,3,5,1,NA,61,30%-<36%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,175000.0,76.34,4.49,-0.65,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,325000,1,1,3,5,1,NA,149,20%-<30%,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,No,Yes,1,1,6,,,,,10,,,,6073,30.3999999999999986,75100,108,1628,2074,27
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000.0,63.645,4.54,-0.61,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,865000,1,1,3,5,1,NA,120,47,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,84.945,6.0,0.85,2,NA,NA,NA,NA,NA,264,36,1,2,2,2,2,415000,1,1,3,5,1,NA,148,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,4,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,NA,1,1,3,5,1,NA,281,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011300,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,255000.0,43.86,NA,NA,3,NA,NA,NA,NA,NA,264,36,1,2,2,2,2,575000,1,1,3,5,1,NA,0,>60%,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,No,No,1,1,6,,,,,3,1,,,3119,28.4699999999999989,75100,52,164,968,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011902,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,2,2,245000.0,35.388,4.39,0.734,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,1035000,1,1,3,5,1,NA,268,48,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3645,25.6799999999999997,75100,185,934,1279,35
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,125000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,22,>60%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,3,1,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,255000.0,73.101,6.0,NA,3,NA,NA,NA,NA,NA,180,NA,60,2,2,2,2,345000,1,3,3,5,2,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6451,51.7299999999999969,75100,69,303,900,38
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,105000.0,88.356,NA,NA,3,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,455000,1,1,3,5,1,NA,334,20%-<30%,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1,1,6,,,,,4,,,,6073,30.3999999999999986,75100,108,1628,2074,27
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,285000.0,85.0,NA,NA,3,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,345000,1,1,3,5,1,NA,14,>60%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,1,135000.0,50.97,4.375,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,265000,1,3,3,5,1,NA,70,43,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,75000.0,31.27,4.25,0.31,2,2716.07,NA,810.95,,375.0,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,31,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,305000.0,79.22,4.375,0.049,2,2977.32,NA,810.95,,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,113,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,245000.0,78.23,4.5,0.499,2,8288.54,NA,6038.95,2728.0,,372,NA,NA,2,1,2,2,315000,1,1,3,5,1,NA,60,41,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4898,30.2800000000000011,75100,100,1649,2251,25
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,555000.0,67.44,4.125,0.03,2,5165.7,NA,2185.95,,1375.0,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,285,46,2,9,2,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010901,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,605000.0,71.86,3.625,0.391,2,5955.7,NA,4060.95,750.0,,192,NA,NA,2,1,2,2,835000,1,1,3,5,1,NA,230,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,6088,22.370000000000001,75100,97,2005,2357,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,1,1,2,2,2,425000.0,69.96,4.5,0.138,2,2461.9,NA,810.95,,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,186,38,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,1,1,2,2,2,345000.0,94.98,NA,NA,3,NA,NA,NA,NA,NA,366,NA,NA,2,1,2,2,365000,1,1,3,5,1,NA,161,20%-<30%,3,9,2,,,,,2,,,,,2,2,21,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,1,1,6,,,,,9,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,32,1,2,2,2,345000.0,78.16,4.125,-0.122,2,3623.56,NA,1660.95,,425.0,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,147,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,125000.0,43.25,3.5,-0.083,2,2759.95,NA,810.95,,150.0,180,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,64,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,1,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,44,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011202,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,815000.0,86.65,3.75,0.555,2,6173.65,NA,3310.95,,1500.0,192,NA,NA,2,1,2,2,945000,1,1,3,5,1,NA,261,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,9,2,1,1,1,2,2,2,295000.0,95.0,4.125,0.516,2,3083.0,NA,810.95,,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,161,20%-<30%,3,9,2,,,,,2,,,,,2,2,21,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011202,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,1105000.0,65.48,4.25,0.308,2,7891.7,NA,3310.95,,,372,NA,NA,2,1,2,2,1685000,1,1,3,5,1,NA,254,30%-<36%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,215000.0,67.71,4.375,0.268,2,2920.7,NA,810.95,,2149.76,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,250,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,1,1,2,2,2,445000.0,80.0,4.0,0.379,2,4501.88,NA,1911.95,,550.5,240,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,230,20%-<30%,1,9,2,,,,,2,,,,,2,2,2,,,,,44,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5351,33.8100000000000023,75100,175,1218,1556,29
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135010706,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,1,1,2,2,2,525000.0,80.0,3.75,-0.35,2,3004.02,NA,810.95,,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,215,20%-<30%,3,9,2,,,,,2,,,,,2,2,2,5,21,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3498,13.3499999999999996,75100,200,1085,1276,23
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,9,2,1,1,1,2,2,2,365000.0,NA,4.875,NA,2,3487.74,NA,995.0,,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,3,3,6,,,,,10,,,,7541,51.6599999999999966,75100,187,1463,2102,20
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011205,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,2,2,2,1,865000.0,80.0,5.25,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,1755000,1,1,3,5,2,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,7541,51.6599999999999966,75100,187,1463,2102,20
2019,N8T7HW55LK5D2ORCKP39,20500,NC,37135,37135011000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,125000.0,60.778,4.54,-0.39,2,NA,NA,NA,NA,NA,264,36,1,2,1,2,2,505000,1,1,3,5,1,NA,136,49,8,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,55-64,55-64,No,No,1,1,6,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
